ID,邮箱,身高,体重
ID-015971,shUSgpp@hotmail.com,1.73,95
ID-024399,GBtbSCL@sina.com,1.75,68
ID-007490,rUHdtsX@126.com,1.9,89
ID-024783,HukymOp@sina.com,1.66,84
ID-018938,ELEBctv@outlook.com,1.79,51
ID-003930,OoeCvFe@gmail.com,1.8,91
ID-007493,tqrpUCU@hotmail.com,1.67,77
ID-025884,dUmJvPX@qq.com,1.55,64
ID-016128,bbfskvc@gmail.com,1.82,67
ID-019205,kLDLgJh@hotmail.com,1.91,68
ID-022762,lClPIYx@gmail.com,1.52,83
ID-014698,MaPekMt@126.com,1.75,54
ID-000042,RFRDYGf@yahoo.com,1.67,89
ID-002760,rOjRwkc@qq.com,1.94,60
ID-010923,FFORxTD@126.com,1.64,73
ID-000238,nPUwqDv@sina.com,1.87,104
ID-005493,WetFCPn@hotmail.com,1.7,102
ID-015458,fDlSDdL@hotmail.com,1.84,87
ID-002200,AIONIkr@sina.com,1.9,70
ID-014702,iyOVXWg@yahoo.com,1.73,104
ID-006394,OkOkvVX@gmail.com,1.87,56
ID-016841,nFPkzOG@yahoo.com,1.81,98
ID-018167,XFTwqsG@qq.com,1.64,101
ID-002827,JYAKdNp@gmail.com,1.77,81
ID-003799,EvWXRCS@hotmail.com,1.53,61
ID-027869,GLelZHu@163.com,1.71,76
ID-007746,ZRaTyAc@hotmail.com,1.67,80
ID-008244,WuUWAYa@outlook.com,1.53,97
ID-010670,XGnibgb@yahoo.com,1.52,63
ID-003849,grFXyDC@gmail.com,1.83,93
ID-008950,WxiqsYJ@hotmail.com,1.56,79
ID-002514,uxbjWAA@qq.com,1.51,58
ID-027080,QciOzny@126.com,1.52,94
ID-003509,mTALHIG@126.com,1.89,99
ID-005444,FVPMofj@yahoo.com,1.71,76
ID-020254,rvwtssy@hotmail.com,1.63,84
ID-007416,WnvKmEY@qq.com,1.6,89
ID-020360,nSJwxox@qq.com,1.89,47
ID-009015,xzzgCCv@qq.com,1.74,92
ID-000788,MZcJItE@sina.com,1.51,56
ID-016241,RgzWuiC@qq.com,1.93,100
ID-020198,NMvMczZ@yahoo.com,1.67,74
ID-008630,oxJamYN@gmail.com,1.68,55
ID-007573,UJDZPkH@qq.com,1.61,91
ID-005637,NNdSvRQ@qq.com,1.81,65
ID-023519,rLjxjVM@outlook.com,1.66,61
ID-001607,GfWzdEv@126.com,1.62,55
ID-017219,ouBKHML@gmail.com,1.62,84
ID-020858,yETaUUT@sina.com,1.59,69
ID-008970,DXUIXVi@gmail.com,1.55,102
ID-025331,JThobeb@outlook.com,1.73,62
ID-010739,HzawVoO@gmail.com,1.6,99
ID-018738,VqzbUvL@sina.com,1.65,99
ID-015129,qGVJFua@163.com,1.74,79
ID-002416,oXmwRGq@outlook.com,1.7,47
ID-003188,jhniFuG@hotmail.com,1.72,90
ID-014862,uUTclyh@yahoo.com,1.68,82
ID-000967,uWmVSrn@hotmail.com,1.58,74
ID-008586,HRxuQxE@126.com,1.91,50
ID-010542,ZhNoYeS@sina.com,1.55,100
ID-004814,TXCOLnl@hotmail.com,1.75,101
ID-024259,lTZmhyg@yahoo.com,1.92,83
ID-003172,fPYrWAV@hotmail.com,1.5,100
ID-028859,iqPlaOz@outlook.com,1.74,47
ID-025359,NgrrUkd@yahoo.com,1.64,50
ID-003792,fQvXjfo@163.com,1.88,62
ID-005626,cLCNddd@sina.com,1.51,88
ID-004320,IBOAHPj@hotmail.com,1.57,63
ID-002266,gQNBoSS@163.com,1.89,80
ID-024134,VRxnAuV@hotmail.com,1.76,68
ID-012425,fKUDotD@126.com,1.93,87
ID-006667,BiSBHho@sina.com,1.69,59
ID-008143,rUXWESo@sina.com,1.74,87
ID-013929,AfVLnyF@yahoo.com,1.53,76
ID-010046,uZdOBqs@yahoo.com,1.52,67
ID-014490,fKvbAhd@163.com,1.88,104
ID-023132,dsScgjT@qq.com,1.5,75
ID-003427,wUPlmnN@gmail.com,1.83,97
ID-005943,KOsxVpo@126.com,1.52,78
ID-022916,FlNPuWX@163.com,1.84,76
ID-008646,CfQmGhQ@hotmail.com,1.9,47
ID-012699,bJODYmf@hotmail.com,1.63,47
ID-002109,jmCsWBi@outlook.com,1.52,68
ID-003657,PRuyhla@sina.com,1.73,71
ID-020736,ZPPgIaX@sina.com,1.55,76
ID-029711,jJyFMxd@sina.com,1.85,92
ID-007485,elYnDhm@hotmail.com,1.8,46
ID-002177,clgUBbg@outlook.com,1.74,92
ID-000564,tmpLpfQ@sina.com,1.72,59
ID-011622,upxIVjR@hotmail.com,1.78,74
ID-019788,lpOSdbY@hotmail.com,1.52,86
ID-017943,EmnVqZD@hotmail.com,1.76,86
ID-016592,mGrwstu@qq.com,1.8,75
ID-022394,PYVHAGl@qq.com,1.83,100
ID-007893,TsfLSlC@hotmail.com,1.54,53
ID-021549,yNtuNEU@yahoo.com,1.76,56
ID-020442,BWxvCLB@yahoo.com,1.78,79
ID-003419,wXGXKwE@qq.com,1.85,102
ID-018077,GKYZcDi@outlook.com,1.64,75
ID-006944,xpdmLBS@hotmail.com,1.87,69
ID-017333,MSNPCDS@outlook.com,1.59,104
ID-027450,PnpFlZI@163.com,1.51,98
ID-029062,vvbrkdu@163.com,1.63,93
ID-019202,pSrSINH@qq.com,1.8,71
ID-017007,ftOLLdJ@qq.com,1.93,89
ID-027572,WXtZIvl@yahoo.com,1.85,93
ID-009050,fbwsAMO@hotmail.com,1.51,85
ID-003730,sibUctg@163.com,1.92,63
ID-025376,KDvUuYZ@163.com,1.7,101
ID-002871,NsVASKw@163.com,1.89,60
ID-022344,LzuSiJm@sina.com,1.68,89
ID-008028,WlSUnUF@yahoo.com,1.61,98
ID-025965,LbYGXuG@gmail.com,1.71,74
ID-012556,fnmBrAb@gmail.com,1.78,52
ID-014363,KusNBWN@gmail.com,1.64,56
ID-021112,LUUdeKz@outlook.com,1.83,86
ID-021146,eCwacWa@gmail.com,1.76,65
ID-018104,QbUPjDz@sina.com,1.89,72
ID-014997,fbybFZa@yahoo.com,1.51,92
ID-007397,JrPleNx@sina.com,1.58,63
ID-026718,MjNnUFq@outlook.com,1.63,104
ID-019174,qnQSfFp@qq.com,1.51,62
ID-029855,tndUhNR@sina.com,1.84,76
ID-000203,zqSDOjz@hotmail.com,1.53,82
ID-001942,qyeKwHY@163.com,1.89,84
ID-009955,Vszgvrt@gmail.com,1.89,45
ID-021540,vYrWfEf@gmail.com,1.73,86
ID-005966,nHPiDTk@qq.com,1.92,56
ID-007938,LpQcrJm@hotmail.com,1.67,87
ID-012002,DXxkiEB@qq.com,1.76,45
ID-016394,TEifehW@hotmail.com,1.53,48
ID-004488,MaZEfBo@126.com,1.56,82
ID-008355,jegMCbo@outlook.com,1.62,103
ID-020196,peTMWXo@yahoo.com,1.82,71
ID-027920,UIkfvHF@126.com,1.86,73
ID-008356,GhRMHLL@qq.com,1.5,91
ID-022134,pRoAmpE@hotmail.com,1.68,97
ID-007927,atUfVKY@hotmail.com,1.54,62
ID-010220,TKQgoid@yahoo.com,1.81,93
ID-011111,qrSIDaa@163.com,1.94,57
ID-015418,oXPPXer@hotmail.com,1.61,104
ID-028287,qQvoeJv@163.com,1.74,87
ID-024445,fgbVWOy@yahoo.com,1.79,67
ID-028282,XPNeffN@126.com,1.92,72
ID-000689,npOcTSv@163.com,1.5,49
ID-029707,TNlqvdR@gmail.com,1.71,45
ID-029342,RQdVZKf@qq.com,1.51,59
ID-018976,MeaMYvb@yahoo.com,1.53,54
ID-002013,VqRNvYE@sina.com,1.54,104
ID-006339,dwQFtQE@163.com,1.69,95
ID-029866,jQOAsTq@gmail.com,1.72,66
ID-002298,Zlyytgf@126.com,1.89,62
ID-022205,ykZLSPm@163.com,1.53,70
ID-022821,kMnVqGa@qq.com,1.56,90
ID-018403,gSXvgDm@outlook.com,1.89,79
ID-021187,lpHgiMh@outlook.com,1.53,75
ID-024508,OBaVkyH@gmail.com,1.6,92
ID-009551,ZsYlxdu@163.com,1.82,97
ID-003503,bBLtGzU@126.com,1.86,78
ID-029481,iDuHoTy@qq.com,1.51,96
ID-023460,AFbRTgG@sina.com,1.59,85
ID-029076,EBTWXlQ@hotmail.com,1.86,95
ID-011965,NVyAStJ@sina.com,1.8,46
ID-001959,okNfHSj@gmail.com,1.83,57
ID-012350,YDyKqBX@hotmail.com,1.51,49
ID-006584,aBwaCrj@qq.com,1.73,67
ID-019428,PzGfzjj@outlook.com,1.53,48
ID-008840,WXtgZBi@hotmail.com,1.84,47
ID-012545,PJdFhMA@yahoo.com,1.66,73
ID-003946,BsZScOO@sina.com,1.71,86
ID-029195,AZPoVaG@126.com,1.92,79
ID-013206,TDFaXxc@163.com,1.54,96
ID-027672,oxocsLY@sina.com,1.61,101
ID-013442,LySrGvp@163.com,1.92,45
ID-011880,opQuBVJ@outlook.com,1.56,97
ID-022781,YcQlFxJ@qq.com,1.75,80
ID-014700,FlUuKzn@gmail.com,1.61,46
ID-007381,kGUYFBh@gmail.com,1.57,101
ID-022571,JIJXxJc@hotmail.com,1.65,98
ID-011681,uecouPz@qq.com,1.73,80
ID-003638,BcpkpoW@126.com,1.9,68
ID-004539,vIWNWTS@sina.com,1.8,94
ID-023131,XVmmfUK@yahoo.com,1.69,88
ID-001267,cZRRlNA@outlook.com,1.91,81
ID-026218,uAWiskJ@sina.com,1.52,50
ID-023841,CFAAhEj@hotmail.com,1.71,53
ID-025905,YJsiyaL@sina.com,1.81,93
ID-008259,aOLMIrZ@yahoo.com,1.67,89
ID-023884,kTHaiNF@gmail.com,1.54,89
ID-028891,UtdvWOE@outlook.com,1.78,62
ID-021043,NUPLtQG@sina.com,1.65,50
ID-026059,kwwBwkE@qq.com,1.72,96
ID-001700,BHntZmv@gmail.com,1.7,92
ID-011661,mQqwhdJ@hotmail.com,1.51,67
ID-014631,lyQHJJg@hotmail.com,1.71,87
ID-017068,fEFldNs@sina.com,1.9,50
ID-021210,mVDpdth@qq.com,1.52,74
ID-009719,SMhcKBo@126.com,1.82,53
ID-011673,oiNxfop@hotmail.com,1.87,76
ID-013869,vxtwuFH@hotmail.com,1.88,70
ID-020625,Gxlfaqd@sina.com,1.72,85
ID-002176,jZUdWsd@qq.com,1.85,88
ID-028059,znwCWPA@qq.com,1.57,91
ID-018600,MMMwkYT@sina.com,1.57,71
ID-020493,IhVUord@sina.com,1.59,60
ID-015647,JusZlvE@sina.com,1.89,86
ID-022466,GrPlcRb@yahoo.com,1.57,77
ID-004910,XwrPKWV@yahoo.com,1.89,73
ID-000272,kPpfzKn@outlook.com,1.91,80
ID-014383,voUUEyK@gmail.com,1.85,72
ID-019868,SsHEaRL@qq.com,1.7,59
ID-026868,YMEbEBb@outlook.com,1.71,87
ID-013847,uBpqlon@sina.com,1.52,47
ID-005768,VUtndwG@gmail.com,1.79,94
ID-016527,wgIsZgx@hotmail.com,1.8,101
ID-027369,QUcnbel@sina.com,1.93,73
ID-001933,UdvGDZx@163.com,1.68,63
ID-016617,hQIrvyG@126.com,1.69,99
ID-028600,WtJMwxE@gmail.com,1.9,59
ID-008086,gaaPwXi@163.com,1.9,59
ID-000145,vHxEEBM@yahoo.com,1.64,95
ID-020920,UDVmsZB@gmail.com,1.82,82
ID-015569,woNpdpb@qq.com,1.83,96
ID-002526,pbPqXXu@outlook.com,1.91,100
ID-003940,hiIgfcz@yahoo.com,1.74,101
ID-021183,eePZTZu@163.com,1.91,87
ID-007934,olsJpmh@outlook.com,1.74,79
ID-025039,SqHsWpb@hotmail.com,1.64,97
ID-020956,rCZmVxW@yahoo.com,1.56,58
ID-002385,VoCBCEs@outlook.com,1.94,69
ID-005452,UyzNsot@hotmail.com,1.61,69
ID-015531,qCVRzZS@sina.com,1.76,66
ID-010275,OJQHdbJ@qq.com,1.86,82
ID-004734,FEucFkG@163.com,1.51,59
ID-000207,clNOoQX@sina.com,1.81,59
ID-025814,kROySvs@hotmail.com,1.74,104
ID-004957,VwdWSQm@126.com,1.71,52
ID-006183,FqjylTK@yahoo.com,1.85,101
ID-018372,JWtJkeY@outlook.com,1.83,62
ID-016827,DYqXRHo@163.com,1.61,88
ID-003977,RuFkKcF@outlook.com,1.87,92
ID-022768,EVjjcjK@sina.com,1.63,100
ID-017248,NFoGJoX@qq.com,1.63,63
ID-011445,smmBXpB@sina.com,1.71,53
ID-028653,ZHhDeFC@outlook.com,1.59,56
ID-026778,PdpmFmx@126.com,1.86,81
ID-001754,ORyGAXI@sina.com,1.93,45
ID-024272,dFQasTb@gmail.com,1.86,56
ID-029642,cNyKQGw@163.com,1.82,102
ID-009025,vnyfFKX@126.com,1.51,55
ID-026190,LHCudbU@gmail.com,1.64,62
ID-006487,knVuTDF@gmail.com,1.88,85
ID-021129,noGcMUg@hotmail.com,1.79,46
ID-024101,ckHbHwZ@126.com,1.89,49
ID-015660,xFIMhJI@sina.com,1.91,63
ID-007412,ozyNjvB@qq.com,1.7,102
ID-001561,OOskdQR@yahoo.com,1.78,101
ID-019637,pEYvzfk@outlook.com,1.79,102
ID-017421,cvddISQ@sina.com,1.85,96
ID-015670,FpWIuHl@163.com,1.84,99
ID-023961,EliAtrv@163.com,1.89,66
ID-015264,AFaiLgM@qq.com,1.76,100
ID-024718,hDbwBmx@gmail.com,1.65,81
ID-012064,ciMJOJz@outlook.com,1.6,79
ID-008817,ElGdGmU@sina.com,1.72,56
ID-014532,QGZZNrP@163.com,1.61,74
ID-025993,OKhlqJd@sina.com,1.9,58
ID-009640,TzgtlBk@qq.com,1.55,92
ID-002355,vYaqggq@hotmail.com,1.58,100
ID-001977,uwyRUXT@hotmail.com,1.5,62
ID-007935,nAmezXh@outlook.com,1.87,72
ID-024232,OKbMmLe@qq.com,1.65,66
ID-026664,ajJnGIp@qq.com,1.85,57
ID-019374,PCsBLBF@gmail.com,1.74,58
ID-029141,MkEVsjn@gmail.com,1.93,47
ID-012376,ixKlhUY@sina.com,1.94,58
ID-002409,JLouojg@sina.com,1.63,69
ID-025680,BLQnbyF@gmail.com,1.72,80
ID-016338,BVbjVTu@sina.com,1.58,84
ID-027695,vEiGLra@qq.com,1.78,73
ID-010070,ckrXBBz@qq.com,1.66,47
ID-026527,rJxWZer@qq.com,1.7,80
ID-018739,jrZVahA@sina.com,1.54,51
ID-013061,CDOILcC@126.com,1.51,104
ID-029668,KefWwzX@outlook.com,1.93,99
ID-010066,WBUxCcR@gmail.com,1.68,75
ID-004276,VqeYcSk@126.com,1.6,87
ID-006753,HblKHaH@hotmail.com,1.62,99
ID-010860,gawsAdG@hotmail.com,1.6,102
ID-011085,dxyiZJt@yahoo.com,1.75,83
ID-004753,ovmTCLr@sina.com,1.69,65
ID-015808,OwuljtG@yahoo.com,1.78,49
ID-000962,nfRASnG@outlook.com,1.86,79
ID-023260,QurLzUk@hotmail.com,1.89,100
ID-019867,vMSmZKe@126.com,1.68,66
ID-027975,RDXAlBU@126.com,1.62,97
ID-025529,zCVEuIB@126.com,1.94,79
ID-019748,UHphLtx@gmail.com,1.65,96
ID-014281,oFxUvch@outlook.com,1.87,93
ID-026144,lFHRcKS@hotmail.com,1.5,92
ID-019028,CfgUmKn@sina.com,1.63,91
ID-028044,msaXuDU@163.com,1.83,70
ID-004258,UdFZQFb@163.com,1.54,99
ID-029387,riixmKj@qq.com,1.67,74
ID-004313,zScQYGQ@hotmail.com,1.55,83
ID-016207,GwhMFlx@126.com,1.61,80
ID-007906,BYAvhvl@gmail.com,1.7,68
ID-017276,pynpVGI@qq.com,1.66,89
ID-025126,XWPdPIu@hotmail.com,1.63,49
ID-027370,QRweXUA@yahoo.com,1.85,94
ID-011451,QtYnaUJ@126.com,1.66,55
ID-017886,wGYILZQ@yahoo.com,1.51,93
ID-007448,pKUzSlY@outlook.com,1.51,56
ID-003185,shgAcng@outlook.com,1.74,54
ID-017410,egorJRm@163.com,1.59,81
ID-001828,KQcFLKR@sina.com,1.7,47
ID-018138,oVaLIrm@126.com,1.51,74
ID-015054,BDDjiJi@163.com,1.61,64
ID-000399,dGsyLmr@126.com,1.5,88
ID-029065,yzrqiUY@hotmail.com,1.53,92
ID-015356,LiqxCLI@qq.com,1.59,57
ID-016784,mvWGwyR@qq.com,1.71,52
ID-004636,aEGaXOA@163.com,1.77,102
ID-000993,lyjRwCK@outlook.com,1.62,83
ID-008414,YJakKhQ@gmail.com,1.6,46
ID-018807,CjmBJsb@yahoo.com,1.89,76
ID-000053,ybgwuPt@126.com,1.51,67
ID-025203,bWfqfJR@126.com,1.57,82
ID-011485,oaRBXhz@qq.com,1.75,87
ID-013780,umqSBSD@gmail.com,1.75,86
ID-019669,hGwjAdl@outlook.com,1.89,47
ID-006344,YxrkCKt@outlook.com,1.73,84
ID-008510,tWUgUZm@sina.com,1.77,76
ID-025454,SOLPLdb@qq.com,1.58,81
ID-012647,VcEliml@qq.com,1.76,60
ID-001251,LKZUGgE@yahoo.com,1.71,70
ID-011790,rsIbjKP@126.com,1.55,67
ID-016701,lbiwYJp@sina.com,1.91,80
ID-001501,ltVkypy@yahoo.com,1.53,71
ID-005750,EckTsoa@sina.com,1.54,86
ID-013747,nVWyhBv@sina.com,1.56,72
ID-004572,ovWHIPu@qq.com,1.82,101
ID-007842,hfPGWjO@yahoo.com,1.84,45
ID-002916,UdVwJot@outlook.com,1.53,97
ID-020280,fALdwTZ@yahoo.com,1.66,88
ID-019385,GOozsiY@qq.com,1.62,99
ID-024244,TQpFqRR@outlook.com,1.87,100
ID-011237,BcYdEqN@gmail.com,1.65,74
ID-012630,gLisXkZ@gmail.com,1.56,92
ID-018802,XwWbgaF@163.com,1.57,91
ID-023641,LiVwlfo@yahoo.com,1.81,71
ID-012987,zCWXwsh@hotmail.com,1.79,82
ID-015580,vRJdTEb@gmail.com,1.51,102
ID-004741,sNwVBry@sina.com,1.83,46
ID-029148,VEXnDDk@qq.com,1.75,74
ID-019495,rGraiIl@sina.com,1.92,81
ID-018677,LwTUxPq@126.com,1.63,75
ID-009158,AARLjzu@hotmail.com,1.61,81
ID-012637,mFcRqGJ@126.com,1.89,58
ID-015160,jbGoCCz@gmail.com,1.5,102
ID-019781,VxcUvRN@sina.com,1.81,80
ID-011740,YuDNhMU@163.com,1.76,63
ID-028547,fFRaPed@gmail.com,1.92,84
ID-024883,TzgyLhd@hotmail.com,1.92,52
ID-001844,WeaBoqP@outlook.com,1.87,51
ID-019366,FmCIQnj@sina.com,1.58,66
ID-006835,hFggtYq@126.com,1.61,55
ID-004962,sbDcTQR@hotmail.com,1.68,84
ID-002537,VTZFqfe@qq.com,1.78,96
ID-011034,QiauwTc@yahoo.com,1.75,79
ID-008060,gHIbVrK@outlook.com,1.56,92
ID-000077,deKtqsy@163.com,1.69,69
ID-014756,XDEqcPD@sina.com,1.53,69
ID-012998,QwrCEBr@gmail.com,1.92,47
ID-011239,pXlrFvs@qq.com,1.84,93
ID-026379,onZyTpI@outlook.com,1.9,53
ID-011627,YwfSDpI@qq.com,1.68,79
ID-014479,VJizybz@sina.com,1.83,67
ID-012821,UsSlChx@126.com,1.66,85
ID-016833,NgevTHp@sina.com,1.58,87
ID-007278,KRpdbDE@gmail.com,1.64,48
ID-017182,HiqYiiO@qq.com,1.6,100
ID-009097,XDoDWRr@yahoo.com,1.55,58
ID-008471,ITaGZbo@163.com,1.86,49
ID-019125,KcIKBlP@hotmail.com,1.71,68
ID-010215,FDHSBfb@gmail.com,1.55,69
ID-027654,dsttRMx@gmail.com,1.56,84
ID-029576,EZWkrtg@outlook.com,1.93,90
ID-029773,BjwsapA@yahoo.com,1.7,55
ID-015865,YVeWrxU@outlook.com,1.54,77
ID-001826,cyFAIGC@gmail.com,1.78,77
ID-006161,rOABOpw@gmail.com,1.79,95
ID-028604,PQiitdD@qq.com,1.8,46
ID-026862,LxBWNOJ@hotmail.com,1.6,84
ID-017056,LvDzdbD@qq.com,1.64,58
ID-001242,FqiqzUC@gmail.com,1.7,91
ID-012135,pCUtimD@gmail.com,1.51,65
ID-009635,hdlnXkV@yahoo.com,1.5,89
ID-024468,BUQUKYI@yahoo.com,1.74,67
ID-014103,kOSYgOX@gmail.com,1.93,46
ID-000354,lLJWlvF@hotmail.com,1.58,101
ID-020863,dZqSdIS@163.com,1.9,104
ID-009781,FPwZTXV@yahoo.com,1.85,100
ID-025820,eiyUNmQ@gmail.com,1.77,57
ID-015459,RxeCcNC@163.com,1.52,67
ID-011341,WuyXQdf@outlook.com,1.51,81
ID-023590,MzBdfnU@126.com,1.7,83
ID-000708,GVOJdLt@126.com,1.68,90
ID-013640,taVODfs@qq.com,1.66,72
ID-024521,lQhOEEO@163.com,1.71,46
ID-007818,QSyQliP@gmail.com,1.52,60
ID-019932,mpgkrDw@sina.com,1.92,91
ID-003861,mmjvhYI@hotmail.com,1.53,67
ID-004614,JRxDwxC@outlook.com,1.88,59
ID-000732,hMHBWCo@sina.com,1.59,55
ID-027212,YHCnJQf@gmail.com,1.68,81
ID-016270,qBYITDk@sina.com,1.74,70
ID-028228,ywjCGgl@gmail.com,1.89,66
ID-005037,mvHaqMT@sina.com,1.9,71
ID-016075,zqNmhHS@sina.com,1.77,95
ID-017583,ipUmGSq@hotmail.com,1.94,66
ID-017829,UkPSTts@sina.com,1.53,76
ID-022213,tDjwGir@outlook.com,1.51,82
ID-026814,oEsIkwF@qq.com,1.82,82
ID-016706,CLVIaeK@126.com,1.64,68
ID-027590,qIFxVHF@outlook.com,1.76,65
ID-001032,VuWDGfL@sina.com,1.83,95
ID-012366,ZSSUSur@163.com,1.55,75
ID-001564,NYfHzNO@outlook.com,1.54,46
ID-026932,xWSzIBb@hotmail.com,1.67,89
ID-022223,oVdRGNl@gmail.com,1.57,53
ID-009510,WXgDxOY@qq.com,1.82,56
ID-020702,BvApnQx@gmail.com,1.86,85
ID-029948,OTfCawD@gmail.com,1.88,97
ID-021031,TinMibN@163.com,1.77,93
ID-018698,buEcFDV@163.com,1.74,83
ID-002345,bTFovKJ@hotmail.com,1.59,96
ID-012715,aJzszdj@hotmail.com,1.64,95
ID-024367,UZksXEj@hotmail.com,1.8,49
ID-011568,FAwjIZw@gmail.com,1.59,65
ID-029347,fqNgzGA@hotmail.com,1.9,69
ID-011435,RrfHvGu@126.com,1.76,104
ID-024426,tSaGcOs@qq.com,1.77,53
ID-016763,ZENlCrp@gmail.com,1.7,97
ID-004328,tIAUMhs@yahoo.com,1.6,66
ID-010476,ozRbYJv@yahoo.com,1.54,45
ID-004216,yrZGmgz@hotmail.com,1.56,91
ID-021888,TrIBeCP@sina.com,1.7,86
ID-002274,HAbPkpu@sina.com,1.82,57
ID-023674,AqUTGDl@yahoo.com,1.62,82
ID-024123,JpHEgvn@yahoo.com,1.69,80
ID-008078,BqOxBdp@outlook.com,1.53,100
ID-000119,abtqNJA@hotmail.com,1.67,104
ID-028601,LoytQln@qq.com,1.68,58
ID-026686,NqWcRNT@yahoo.com,1.73,63
ID-019520,JtwldhB@gmail.com,1.5,50
ID-010007,wWnsxQR@gmail.com,1.65,91
ID-013424,wCyyefS@hotmail.com,1.74,47
ID-026117,pjpWlSl@sina.com,1.69,76
ID-018131,yjmqzlC@sina.com,1.79,85
ID-001672,oXWQTZp@yahoo.com,1.52,58
ID-026134,IryrirS@yahoo.com,1.85,75
ID-027750,ETiCLsN@outlook.com,1.92,79
ID-027881,shMyKCD@sina.com,1.73,51
ID-013150,NvdVIMx@hotmail.com,1.84,64
ID-016474,iUZNfMh@yahoo.com,1.85,70
ID-028369,wKqlwLf@126.com,1.64,84
ID-006245,FephUsC@outlook.com,1.76,65
ID-015540,AffcbhB@hotmail.com,1.89,77
ID-021529,GCqoOoc@126.com,1.65,65
ID-020509,XELfusk@sina.com,1.56,56
ID-010135,lXgvrFh@163.com,1.83,65
ID-016369,tCDOKkj@gmail.com,1.6,55
ID-022044,qZNyUca@qq.com,1.86,85
ID-021388,dFohUXx@163.com,1.87,72
ID-027884,sFWGEkv@qq.com,1.6,75
ID-002584,xGiAdhH@qq.com,1.53,71
ID-017427,gGzbPHY@qq.com,1.59,69
ID-028720,kJBBjFJ@163.com,1.56,96
ID-017138,hYJFtkV@126.com,1.76,70
ID-022271,EPdVCOV@163.com,1.61,46
ID-025443,RPcQFBa@gmail.com,1.92,101
ID-018682,UCygjvW@qq.com,1.81,95
ID-003469,vYmJonc@163.com,1.85,73
ID-022657,eiyigTZ@sina.com,1.69,102
ID-026374,uYuqqjI@126.com,1.56,102
ID-011480,OYXDbjd@sina.com,1.85,63
ID-015213,aKXAIzG@gmail.com,1.73,64
ID-012392,pEbuKuX@gmail.com,1.76,90
ID-009352,stPXJdN@gmail.com,1.75,61
ID-018556,NIKysfn@gmail.com,1.58,96
ID-018247,LdMiROu@qq.com,1.67,102
ID-028885,ZvUxtbE@hotmail.com,1.66,50
ID-020662,TiEbQpr@163.com,1.51,70
ID-016699,wAeaFAt@hotmail.com,1.52,99
ID-011670,bcYkamp@qq.com,1.8,102
ID-016284,UiSNMxd@163.com,1.72,90
ID-003186,piUFiMd@hotmail.com,1.77,48
ID-011960,dXOMSyF@126.com,1.73,71
ID-010443,eVyfiNU@sina.com,1.65,97
ID-018494,SvRPHki@gmail.com,1.71,89
ID-015338,GFjOSRz@163.com,1.76,81
ID-002689,PGkhWRa@qq.com,1.73,93
ID-001824,YKOasFf@qq.com,1.55,69
ID-008668,TrZXMZJ@sina.com,1.65,62
ID-020944,xYyoHuV@sina.com,1.6,62
ID-018112,iYkqpaT@gmail.com,1.5,57
ID-004219,ihqiCeW@qq.com,1.53,66
ID-011511,mqKKeRA@163.com,1.6,103
ID-029736,xCtsyuP@yahoo.com,1.78,89
ID-015028,FmWxNgH@outlook.com,1.5,77
ID-019343,HVVymhR@gmail.com,1.91,45
ID-019615,utuSjdq@qq.com,1.74,87
ID-022026,TSIaiDB@sina.com,1.83,73
ID-015463,AmRlAle@qq.com,1.93,58
ID-016546,LcCsRjj@163.com,1.64,60
ID-003888,YsqHcmm@sina.com,1.68,47
ID-001745,KJOkjCK@outlook.com,1.63,64
ID-015335,UHoWdKe@outlook.com,1.85,65
ID-003641,zeNWvrr@sina.com,1.52,81
ID-016045,yfskdxs@outlook.com,1.85,90
ID-001382,lFMnrnZ@gmail.com,1.57,76
ID-001180,vOoVigj@hotmail.com,1.76,80
ID-004401,XvvxlTA@qq.com,1.59,57
ID-025850,aPVcfdu@outlook.com,1.75,59
ID-001177,wTEKdGw@sina.com,1.87,96
ID-015081,ZKjOMIF@qq.com,1.86,76
ID-025577,HUGxjRr@gmail.com,1.94,92
ID-026127,XdeTySL@163.com,1.74,51
ID-016015,zskgciz@qq.com,1.67,68
ID-009722,TuoYPnH@126.com,1.92,96
ID-004615,ePPOwin@126.com,1.71,100
ID-008513,rIBaWoO@sina.com,1.83,96
ID-010404,OOVaaaM@gmail.com,1.68,48
ID-026373,ANtzYKy@163.com,1.52,55
ID-008243,lIQGTnj@gmail.com,1.54,69
ID-026919,zUFHGNH@126.com,1.66,53
ID-001166,tqYwARs@sina.com,1.57,56
ID-018170,edHdBkW@hotmail.com,1.86,104
ID-015368,Dgcrqtb@qq.com,1.51,53
ID-022552,ylzPhFj@163.com,1.69,83
ID-016082,OmKFdKy@outlook.com,1.62,68
ID-013518,aYXqXlh@yahoo.com,1.9,59
ID-023688,kQWSRLr@hotmail.com,1.78,97
ID-002959,rIEAVgc@126.com,1.58,89
ID-005334,dcvSsvk@yahoo.com,1.8,87
ID-027874,BNCgYnK@outlook.com,1.69,90
ID-019562,UGbsZKZ@sina.com,1.64,52
ID-029669,ClHCoFZ@hotmail.com,1.89,78
ID-005743,FrcuyLa@outlook.com,1.6,72
ID-022687,gdohFtL@qq.com,1.52,75
ID-021856,QEboyMQ@163.com,1.83,67
ID-014622,kusDjPq@sina.com,1.71,71
