ID,电话,婚姻,学历
ID-008415,15344270801,已婚,初中
ID-021752,18998245122,未婚,研究生
ID-005409,18928614760,未婚,初中
ID-006014,18541715161,未婚,大专
ID-021030,18918461623,已婚,初中
ID-019010,13699143070,未婚,大专
ID-023251,13600934887,已婚,高中
ID-028220,18576811026,已婚,初中
ID-010514,18834331384,已婚,高中
ID-020398,18933212122,已婚,大专
ID-026147,15057140497,未婚,初中
ID-025184,15157093625,未婚,高中
ID-009864,18967691814,已婚,高中
ID-021214,18851028280,未婚,研究生
ID-002949,15385737400,已婚,初中
ID-020109,18905295615,已婚,研究生
ID-029669,18518764706,未婚,本科
ID-006652,18962547556,未婚,大专
ID-027348,15088654552,未婚,本科
ID-002043,13659227069,未婚,高中
ID-011536,15879687157,未婚,高中
ID-017026,15852633054,未婚,大专
ID-019309,18884501071,未婚,研究生
ID-024828,15359142974,已婚,本科
ID-017260,15155316542,未婚,大专
ID-029534,13653122010,已婚,本科
ID-015790,18974722602,未婚,高中
ID-026015,13637730227,未婚,初中
ID-012958,15145392818,未婚,初中
ID-003708,18575225338,未婚,大专
ID-026765,13616726618,未婚,本科
ID-025598,15827908042,未婚,初中
ID-009086,13609011693,已婚,初中
ID-015232,15325696021,已婚,高中
ID-003073,13659680908,未婚,研究生
ID-019162,18569310525,未婚,初中
ID-027089,15156009960,未婚,研究生
ID-008798,18514017414,未婚,本科
ID-002909,15370871988,已婚,大专
ID-025399,13684043256,已婚,初中
ID-020349,15355011665,未婚,高中
ID-000816,13916791889,已婚,高中
ID-015157,15172989212,已婚,初中
ID-024369,13621538162,未婚,本科
ID-004048,15173561844,已婚,高中
ID-010244,13902678008,已婚,初中
ID-008531,13970925582,未婚,大专
ID-003255,15035295729,未婚,本科
ID-015375,15871942623,未婚,大专
ID-014439,18966133597,未婚,研究生
ID-002371,15319425876,已婚,大专
ID-029390,15189369985,已婚,高中
ID-025765,18942185839,已婚,本科
ID-006190,15037763048,已婚,大专
ID-028941,15322850492,未婚,本科
ID-010454,18515748927,已婚,初中
ID-023656,15101172718,未婚,初中
ID-006256,18957997130,未婚,大专
ID-025426,15080820461,已婚,大专
ID-027751,15386621002,已婚,大专
ID-009246,18953088363,已婚,大专
ID-028306,13658292734,未婚,本科
ID-003491,15341783152,未婚,研究生
ID-029467,15064501047,未婚,大专
ID-003656,18582657299,未婚,大专
ID-020814,18901903646,已婚,大专
ID-002724,15178116220,未婚,研究生
ID-004084,18867042260,已婚,研究生
ID-000644,13603562830,已婚,本科
ID-012033,15065006622,已婚,本科
ID-008492,13940790619,未婚,本科
ID-006519,18853561954,未婚,大专
ID-020301,18841152930,已婚,大专
ID-000407,18580236330,未婚,大专
ID-023479,18567967377,已婚,本科
ID-019020,13617843311,未婚,初中
ID-016986,18864000947,未婚,本科
ID-021776,15324501615,已婚,初中
ID-012269,15139533381,未婚,大专
ID-008132,18800034824,未婚,本科
ID-004150,15002550775,未婚,高中
ID-018239,18579179564,未婚,研究生
ID-011139,18909165877,已婚,高中
ID-013279,15816545475,已婚,本科
ID-029010,13977985133,未婚,本科
ID-009720,15371109760,未婚,大专
ID-006931,15830797682,未婚,大专
ID-013580,15859645512,未婚,初中
ID-004965,15055639113,未婚,研究生
ID-023012,13980767081,已婚,高中
ID-004403,15128984558,未婚,本科
ID-009116,15098749277,已婚,初中
ID-018455,18925392052,未婚,高中
ID-029259,18878787551,已婚,高中
ID-015271,15003201075,未婚,初中
ID-014023,13648575621,未婚,初中
ID-021824,18838080105,未婚,高中
ID-003308,13607637983,已婚,高中
ID-000420,13971627349,已婚,高中
ID-027743,13631650714,未婚,高中
ID-007347,15896522128,已婚,本科
ID-022588,18876768850,已婚,高中
ID-013506,15846293560,已婚,研究生
ID-015391,13946729371,未婚,高中
ID-000468,18596559126,已婚,高中
ID-020796,15100591363,已婚,本科
ID-023085,13629272698,已婚,本科
ID-017692,15024093309,已婚,大专
ID-023865,18909833118,未婚,高中
ID-009033,15370781495,已婚,高中
ID-017271,13606639838,已婚,大专
ID-016419,13690087337,已婚,初中
ID-028982,15381504627,未婚,大专
ID-020498,13976896898,已婚,研究生
ID-023944,15013177121,未婚,大专
ID-025081,18909571434,未婚,初中
ID-001548,18983683184,已婚,研究生
ID-007483,18596405929,已婚,本科
ID-001979,18965861425,已婚,大专
ID-014978,15118262554,未婚,大专
ID-014600,18893211432,已婚,高中
ID-000990,13615040269,已婚,研究生
ID-027592,18933071327,未婚,研究生
ID-019314,18874986145,已婚,研究生
ID-015775,15343598027,已婚,本科
ID-003335,15855141870,已婚,大专
ID-020817,15133609336,未婚,本科
ID-017966,15834997661,已婚,初中
ID-009957,15333764152,未婚,研究生
ID-016109,15197616270,已婚,初中
ID-028863,18581914463,已婚,高中
ID-008151,18817356635,未婚,大专
ID-018328,13991689517,未婚,高中
ID-025634,15160662247,未婚,大专
ID-028722,15817578017,未婚,高中
ID-020490,13994854104,已婚,研究生
ID-013880,15879985216,未婚,本科
ID-026386,13949790010,已婚,初中
ID-024816,13999611221,未婚,初中
ID-005727,15304558786,已婚,初中
ID-012898,18952274543,未婚,研究生
ID-012291,15808808113,未婚,研究生
ID-022458,13924316741,未婚,大专
ID-009209,18576739262,未婚,大专
ID-015907,15382770135,未婚,高中
ID-024471,15141674747,未婚,初中
ID-000727,18962204237,未婚,大专
ID-002291,18815712532,已婚,高中
ID-001890,13930072540,未婚,大专
ID-027204,15067753803,未婚,初中
ID-009630,13968191844,未婚,初中
ID-000324,18929172923,已婚,本科
ID-027005,15078097682,未婚,大专
ID-008645,18983546526,未婚,本科
ID-020318,13911076165,未婚,研究生
ID-004630,15030357330,未婚,大专
ID-014556,18871440801,已婚,大专
ID-026443,15054740698,已婚,初中
ID-013453,15190364416,未婚,初中
ID-025259,13609401300,未婚,高中
ID-003024,18930520729,已婚,本科
ID-027597,15027233566,未婚,初中
ID-027759,18558877898,未婚,初中
ID-008771,15055610420,未婚,初中
ID-003364,18800625116,已婚,初中
ID-008830,15188093602,已婚,研究生
ID-015219,13933233458,已婚,高中
ID-012593,15353272125,未婚,初中
ID-004376,15372764149,已婚,研究生
ID-008515,13941667932,已婚,高中
ID-017029,18512351241,已婚,高中
ID-020476,18519404920,未婚,研究生
ID-011392,13652277380,已婚,本科
ID-006968,13932842493,已婚,本科
ID-011620,18569037786,未婚,大专
ID-008063,15834585281,未婚,研究生
ID-027103,13626985340,已婚,大专
ID-010357,15303043157,未婚,大专
ID-023304,15006157233,已婚,高中
ID-006637,15022991096,已婚,本科
ID-010617,18831623052,未婚,大专
ID-013071,15116602055,已婚,大专
ID-020419,15035171958,已婚,高中
ID-017485,18887510253,未婚,高中
ID-014192,15393393881,已婚,高中
ID-008185,18893044712,未婚,大专
ID-004218,13900145284,未婚,大专
ID-020167,13920801866,未婚,研究生
ID-015966,15340680090,未婚,初中
ID-016496,18534220804,未婚,初中
ID-005975,13976713754,已婚,研究生
ID-029808,15196083418,已婚,大专
ID-004230,18501582297,未婚,研究生
ID-024799,13612477311,未婚,研究生
ID-004380,15120632262,未婚,本科
ID-023850,13975235367,未婚,研究生
ID-001246,15332253130,未婚,初中
ID-009337,15193624359,已婚,本科
ID-020797,13680947853,已婚,初中
ID-027780,15075440278,已婚,本科
ID-002349,15357380587,已婚,研究生
ID-000828,15185393905,已婚,研究生
ID-001939,18842431613,未婚,研究生
ID-025530,18863405508,未婚,初中
ID-013968,15382769307,已婚,初中
ID-006371,18530421750,已婚,初中
ID-006936,15398973677,未婚,初中
ID-008670,15153114999,已婚,本科
ID-001743,15874119337,未婚,大专
ID-000358,15066251005,未婚,初中
ID-003296,18886441628,未婚,初中
ID-016380,18804442540,未婚,高中
ID-019751,18856021283,未婚,大专
ID-003554,13974506602,未婚,高中
ID-025020,18522024347,已婚,初中
ID-014038,15048886265,未婚,高中
ID-012256,15372465475,已婚,本科
ID-000146,15888242987,已婚,初中
ID-028846,15140984038,已婚,大专
ID-003323,15081559623,未婚,高中
ID-002795,13922513447,已婚,大专
ID-000103,15892903874,未婚,初中
ID-029638,15353538279,已婚,研究生
ID-001457,15885779659,已婚,研究生
ID-021937,15180248347,未婚,研究生
ID-027439,15830095032,未婚,大专
ID-023320,18519560901,已婚,高中
ID-016167,18814285755,未婚,初中
ID-009623,13602756191,已婚,高中
ID-025119,18966407011,未婚,初中
ID-027408,18913435682,未婚,高中
ID-000868,15151963276,未婚,高中
ID-026599,15103009347,未婚,大专
ID-021640,13674967369,已婚,大专
ID-020556,18807777345,未婚,本科
ID-003654,15835794663,已婚,研究生
ID-007534,15054470439,已婚,研究生
ID-028101,18899986407,未婚,初中
ID-002670,15877924800,已婚,研究生
ID-028906,13684575741,已婚,高中
ID-014605,18929024353,未婚,大专
ID-005429,13955927188,未婚,初中
ID-011509,15362377413,已婚,高中
ID-011500,18803689788,已婚,高中
ID-021233,15387894466,未婚,初中
ID-024507,15399798215,未婚,高中
ID-009688,13689074074,已婚,初中
ID-011970,13933126126,已婚,初中
ID-015299,18559469712,未婚,高中
ID-022504,13912429953,已婚,大专
ID-003295,15182640413,已婚,本科
ID-007938,13959490243,未婚,初中
ID-011648,18882563250,未婚,初中
ID-003220,15332512624,已婚,本科
ID-018054,18888074397,已婚,大专
ID-007180,18841940302,已婚,初中
ID-023505,15014876476,已婚,初中
ID-012916,18974247851,未婚,大专
ID-005812,15389599516,已婚,高中
ID-013401,18501058819,未婚,大专
ID-018981,15835692524,未婚,大专
ID-015511,13665762115,已婚,高中
ID-013843,18501078120,未婚,大专
ID-006803,18565865382,未婚,研究生
ID-014482,13960855956,已婚,初中
ID-012706,15015395131,已婚,高中
ID-013297,15850761953,未婚,研究生
ID-013405,13945231669,已婚,大专
ID-005953,18513407132,未婚,初中
ID-027885,13952445451,已婚,本科
ID-006172,15829935714,未婚,研究生
ID-029422,15152066944,已婚,研究生
ID-025353,13672797816,已婚,高中
ID-003139,13658482496,未婚,大专
ID-012840,18881169581,已婚,大专
ID-011207,15372206017,未婚,本科
ID-004502,18946242188,已婚,本科
ID-000571,13916927243,未婚,高中
ID-003533,13981594231,未婚,研究生
ID-015880,15066670513,未婚,研究生
ID-021424,15822972542,未婚,研究生
ID-011729,15182237821,已婚,大专
ID-013602,18881711459,已婚,初中
ID-011267,18868496267,已婚,大专
ID-028734,13645239630,未婚,本科
ID-001859,13928080960,已婚,初中
ID-006504,15123353460,未婚,高中
ID-013578,18960259826,未婚,研究生
ID-017286,15817808414,已婚,初中
ID-026593,13983070927,未婚,高中
ID-001848,15184511543,已婚,研究生
ID-007458,15346591738,已婚,高中
ID-022714,18529024937,未婚,高中
ID-011502,13684127691,已婚,初中
ID-012098,15034945720,未婚,高中
ID-024958,18511636428,已婚,本科
ID-009225,15095375294,已婚,高中
ID-015309,15140065029,已婚,初中
ID-007897,13984493701,未婚,大专
ID-008727,13618430346,未婚,高中
ID-025924,15339428236,已婚,初中
ID-011832,18831029935,已婚,大专
ID-027845,15140365001,已婚,大专
ID-007166,15178924799,未婚,大专
ID-001580,15358727239,未婚,大专
ID-002645,18895064580,已婚,研究生
ID-026422,13959493015,已婚,高中
ID-005236,15382254089,未婚,初中
ID-012411,15342959300,未婚,研究生
ID-000823,13689809522,已婚,大专
ID-004167,15070279133,已婚,初中
ID-015952,18968486279,已婚,大专
ID-013091,18968222949,未婚,高中
ID-015364,15080339904,已婚,高中
ID-017313,15030914936,未婚,高中
ID-018701,15871390648,已婚,本科
ID-003808,18866408944,未婚,研究生
ID-018657,18959727497,已婚,高中
ID-019033,15891404417,未婚,高中
ID-001334,18531490373,已婚,高中
ID-021559,18893986793,已婚,高中
ID-011241,15830138663,未婚,本科
ID-017652,18993429245,已婚,研究生
ID-019213,13951426747,已婚,本科
ID-016893,18551235558,未婚,初中
ID-021657,13929625204,已婚,研究生
ID-000753,15099840892,已婚,研究生
ID-005351,15394839789,已婚,高中
ID-014467,18919479251,未婚,高中
ID-018107,18942074742,未婚,高中
ID-012061,18858421959,已婚,高中
ID-005711,18802875886,已婚,初中
ID-028902,18806234051,已婚,初中
ID-024354,18801335864,未婚,高中
ID-025461,18523618253,未婚,初中
ID-025024,18906599093,已婚,大专
ID-018489,13618258627,未婚,高中
ID-005268,18882171343,已婚,高中
ID-002616,15394159544,未婚,本科
ID-021136,15882982633,已婚,初中
ID-012871,18540324603,已婚,高中
ID-028693,15100089529,未婚,初中
ID-007831,15078573922,未婚,高中
ID-027009,15155591502,已婚,本科
ID-011882,13925860338,已婚,高中
ID-014559,15152696830,未婚,研究生
ID-022510,15817209129,未婚,高中
ID-018487,18526978530,已婚,高中
ID-007365,15090243353,已婚,初中
ID-010527,15197388144,已婚,高中
ID-024765,15017769674,已婚,本科
ID-023985,18972409124,已婚,大专
ID-018275,18847211499,已婚,高中
ID-015616,15050953333,未婚,本科
ID-026279,15868375962,未婚,大专
ID-029459,18944840993,未婚,初中
ID-018956,15316872033,未婚,初中
ID-024273,18509471216,未婚,高中
ID-020142,18526978384,已婚,大专
ID-000617,18902924761,未婚,本科
ID-005064,15323493472,已婚,本科
ID-010499,18861982497,未婚,本科
ID-019514,18598040810,已婚,本科
ID-001982,18540659012,未婚,初中
ID-012753,15100747167,已婚,大专
ID-020309,15003763171,已婚,本科
ID-006618,18821101581,已婚,高中
ID-005095,15112470723,已婚,大专
ID-008286,15336865730,未婚,高中
ID-009889,13675824217,已婚,本科
ID-023371,18949159151,未婚,本科
ID-027924,15862792401,未婚,本科
ID-019097,13996565039,已婚,大专
ID-001574,13928707682,已婚,本科
ID-001006,13637518251,未婚,本科
ID-024290,13621658464,未婚,研究生
ID-024280,15300634907,未婚,研究生
ID-021019,18819474193,已婚,本科
ID-016622,13990711580,已婚,本科
ID-015666,13964354720,已婚,高中
ID-000907,15895425081,未婚,高中
ID-023395,13667595908,已婚,大专
ID-008921,15082670615,已婚,研究生
ID-024029,15120913544,已婚,初中
ID-003117,13686105697,已婚,初中
ID-008743,18508083483,已婚,本科
ID-016573,13636057434,未婚,大专
ID-028887,13674143614,未婚,初中
ID-007971,15185857968,已婚,大专
ID-012872,15177506815,未婚,本科
ID-017892,13993871950,未婚,本科
ID-003859,15392069209,未婚,初中
ID-008177,18539588177,已婚,大专
ID-011039,18938579562,未婚,本科
ID-015124,13673835768,已婚,高中
ID-017247,15102913089,未婚,本科
ID-012511,15366071997,未婚,本科
ID-019414,13963761896,未婚,大专
ID-019600,13663089547,已婚,高中
ID-002502,18842729125,未婚,本科
ID-021212,18857548722,未婚,高中
ID-013842,13658763420,未婚,研究生
ID-020995,15132644892,已婚,大专
ID-001364,15169983142,未婚,本科
ID-022226,13946508627,未婚,大专
ID-000802,15107132981,未婚,高中
ID-020951,13672663584,已婚,研究生
ID-016175,13922190830,未婚,高中
ID-005579,15027201575,已婚,初中
ID-010827,15318084565,未婚,高中
ID-025309,18926251679,已婚,大专
ID-020962,15349578216,未婚,研究生
ID-020460,15330178007,已婚,本科
ID-006537,15132344198,未婚,高中
ID-002006,18856593058,已婚,高中
ID-028641,13654986453,未婚,研究生
ID-012621,18969019801,未婚,高中
ID-002138,15187087103,未婚,研究生
ID-010246,15898357901,未婚,初中
ID-002758,18501987548,已婚,初中
ID-018042,13978636277,未婚,大专
ID-010466,18974363980,已婚,高中
ID-018749,18597535306,已婚,大专
ID-024705,18924804498,未婚,大专
ID-009312,15174281994,未婚,本科
ID-020325,15196890874,已婚,大专
ID-023074,13981213538,未婚,研究生
ID-015808,15041752096,未婚,本科
ID-021964,18918130969,已婚,大专
ID-015078,18555026757,已婚,初中
ID-004149,15321666770,未婚,研究生
ID-021762,18984236480,已婚,研究生
ID-025609,13634028196,已婚,大专
ID-018062,15111331831,未婚,本科
ID-013982,15859850290,已婚,初中
ID-024780,13970061411,未婚,研究生
ID-002259,15194181671,未婚,高中
ID-001866,15174157721,未婚,高中
ID-023108,15883733068,已婚,大专
ID-024931,13931300870,已婚,大专
ID-016574,15305117409,已婚,大专
ID-005471,15873222079,未婚,初中
ID-019625,15152077331,未婚,研究生
ID-002000,15332800741,未婚,大专
ID-007533,13996775340,已婚,研究生
ID-007918,13667749001,未婚,大专
ID-007149,13600087287,未婚,初中
ID-005380,13955539737,已婚,初中
ID-014473,15323472483,已婚,本科
ID-016106,13624367533,已婚,研究生
ID-011427,18568874806,已婚,高中
ID-011329,18995811445,未婚,高中
ID-028153,15142028488,已婚,高中
ID-026107,18931159048,未婚,大专
ID-003764,13653420527,已婚,研究生
ID-007652,15134826727,已婚,高中
ID-014782,15851147215,已婚,研究生
ID-013165,18553572958,未婚,高中
ID-012280,18976002127,已婚,本科
ID-029149,18841932134,未婚,初中
ID-012454,18965029531,未婚,本科
ID-010846,15114424271,已婚,本科
ID-029806,18909614985,已婚,高中
ID-006121,15870947102,未婚,初中
ID-028775,18839604911,已婚,研究生
ID-000230,13664266522,未婚,初中
ID-008971,15857022486,已婚,高中
ID-016275,15125186884,已婚,大专
ID-019964,13637433061,未婚,初中
ID-014358,13978992387,未婚,本科
ID-005374,18942297696,已婚,研究生
ID-005097,18863957449,未婚,本科
ID-021973,15365358743,未婚,高中
ID-023790,18954937728,未婚,大专
ID-007885,15354581211,未婚,高中
ID-018305,18826515478,未婚,研究生
ID-018055,13912695701,已婚,高中
ID-021908,15382863631,未婚,高中
ID-017607,18515029040,已婚,大专
ID-021705,15094525058,未婚,研究生
ID-021790,13602236877,未婚,本科
ID-027505,18570717578,未婚,本科
ID-021882,13678696082,未婚,初中
ID-010807,15181564383,未婚,高中
ID-009213,15353205906,未婚,高中
ID-001779,13627530489,已婚,高中
ID-025612,13652933315,已婚,研究生
ID-025457,15195569762,未婚,初中
ID-004504,15008953707,已婚,本科
ID-009007,15033153366,已婚,初中
ID-024718,15197746152,已婚,研究生
ID-000740,15893102690,未婚,高中
ID-028085,15890841406,未婚,初中
ID-019969,15892307380,已婚,初中
ID-025592,15140846415,已婚,研究生
ID-026027,18827859292,已婚,初中
ID-015640,18858957853,未婚,大专
ID-011223,18972302131,已婚,本科
ID-003046,18826776133,未婚,高中
ID-012453,18923337151,已婚,大专
ID-020599,15166986107,未婚,本科
ID-028467,15182199879,已婚,大专
ID-029426,15894213978,已婚,高中
ID-029628,18998738474,已婚,研究生
ID-025026,15195238090,未婚,高中
ID-010838,15313330742,已婚,大专
ID-029232,13989518256,未婚,研究生
ID-008136,15876407245,已婚,初中
ID-012880,13989093976,已婚,大专
ID-016018,18852742563,未婚,本科
ID-028115,18935504368,已婚,初中
ID-009661,18801944318,已婚,初中
ID-018909,15812098746,未婚,研究生
ID-016031,15850870969,未婚,初中
ID-007905,15387177082,已婚,初中
ID-001854,18996863941,未婚,研究生
ID-020644,15110051086,已婚,大专
ID-022867,15362820651,未婚,本科
ID-018376,15397799578,已婚,本科
ID-015882,13664723725,未婚,高中
ID-002109,15376401284,未婚,初中
ID-027260,15312084788,未婚,大专
ID-009991,15812873513,未婚,研究生
ID-025355,13608479140,未婚,研究生
ID-005906,13688723223,未婚,初中
ID-003737,13945718083,未婚,研究生
ID-012267,15387390683,未婚,高中
ID-019506,15117878646,未婚,初中
ID-008026,15322595764,未婚,研究生
ID-006668,15032817005,未婚,大专
ID-003298,15890042373,已婚,本科
ID-010957,18527510831,已婚,高中
ID-027085,15038406034,未婚,研究生
ID-011036,13609776914,未婚,大专
ID-026637,13933967913,已婚,本科
ID-016386,15849127730,未婚,大专
ID-003816,13669317949,未婚,研究生
ID-018776,15030717762,已婚,大专
ID-024607,15026041381,未婚,初中
ID-020180,18905443008,已婚,大专
ID-027779,18843540807,已婚,大专
ID-019270,18807946291,已婚,初中
ID-014118,15807802727,已婚,本科
ID-019803,18545328871,已婚,研究生
ID-008897,15197344268,已婚,本科
ID-014011,13614461916,未婚,高中
ID-024963,18578743650,已婚,初中
ID-010666,15892639454,未婚,本科
ID-010389,13612717073,未婚,大专
ID-018638,15122775371,已婚,大专
ID-013144,13975329163,未婚,研究生
ID-010174,15878972491,未婚,研究生
ID-002246,18508466990,未婚,初中
ID-019546,15830973101,已婚,初中
ID-018222,13667320797,未婚,本科
ID-028231,15180460649,未婚,本科
ID-025167,18837544703,已婚,研究生
ID-004434,18534560822,已婚,初中
ID-015418,15898044877,未婚,初中
ID-022739,15183363406,已婚,初中
ID-024690,13667558148,已婚,高中
ID-028113,18956957955,未婚,研究生
ID-023964,15030442666,未婚,研究生
ID-009592,18802502364,未婚,高中
ID-006794,15328927241,已婚,初中
ID-017928,18542396696,已婚,本科
ID-015075,18818390887,已婚,本科
ID-007371,15109007711,未婚,初中
ID-028739,13980057733,未婚,大专
ID-000095,15108564504,已婚,本科
ID-020981,15056722409,已婚,研究生
ID-029499,15046105367,已婚,大专
ID-006707,13627255373,未婚,高中
ID-009859,18999322476,未婚,本科
ID-025385,18592894933,未婚,大专
ID-007491,18977371511,未婚,初中
ID-009468,15835222819,已婚,高中
ID-010488,18518016978,未婚,高中
ID-016425,13969398261,已婚,研究生
ID-018440,15392698639,未婚,研究生
ID-015034,18849684225,已婚,大专
ID-013376,13982777119,已婚,大专
ID-001341,15131733229,未婚,初中
ID-019658,18511243323,已婚,本科
ID-026961,13651789357,已婚,高中
ID-009165,18597497603,已婚,高中
ID-025984,15120281918,未婚,本科
ID-028442,13643118439,未婚,大专
ID-003537,15302904593,未婚,大专
ID-024845,15191436357,已婚,大专
ID-027757,15348362912,未婚,初中
ID-012272,15885809150,已婚,研究生
ID-002011,15131209097,已婚,高中
ID-021644,15184963025,已婚,研究生
ID-022371,13634222282,已婚,研究生
ID-002963,15800423459,已婚,大专
ID-027515,15346145448,未婚,大专
ID-017517,15110206818,已婚,本科
ID-001625,15312230096,已婚,初中
ID-026965,18541240052,已婚,高中
ID-026261,18552236444,已婚,高中
ID-002674,18540123030,已婚,本科
ID-018341,13952188196,已婚,初中
ID-000384,18574522771,未婚,高中
ID-023131,15114630437,已婚,研究生
ID-023453,18848207032,已婚,高中
ID-029521,18984876277,未婚,大专
ID-025734,13970600914,已婚,大专
ID-022338,15372710102,未婚,高中
ID-028308,18902051451,已婚,本科
ID-012973,15314827343,已婚,本科
ID-002307,18985773004,已婚,大专
ID-004092,15887984201,未婚,研究生
ID-004165,15051644293,未婚,大专
ID-016902,13616703063,未婚,本科
ID-012697,15118286722,已婚,本科
ID-013626,15800219044,未婚,研究生
ID-013249,15312246012,未婚,本科
ID-029353,18591059932,未婚,大专
ID-013357,13664569313,未婚,大专
ID-026713,18593691468,已婚,研究生
ID-006091,13952869854,未婚,本科
ID-005697,15119225140,未婚,大专
ID-000728,15886824972,未婚,初中
ID-002421,13955132435,已婚,大专
ID-023070,15898117881,已婚,本科
ID-018317,18536130007,已婚,研究生
ID-020678,15854486770,已婚,研究生
ID-018294,18545194859,未婚,初中
ID-014194,18586341363,未婚,初中
ID-007235,18948878948,未婚,大专
ID-028735,15023327753,已婚,初中
ID-013451,15024907943,未婚,研究生
ID-001115,13603668895,未婚,大专
ID-013156,15002993808,未婚,大专
ID-029873,15859990868,未婚,本科
ID-020828,15055894688,已婚,高中
ID-024366,13957247521,已婚,初中
ID-029018,15167191381,已婚,研究生
ID-015481,15845784173,已婚,研究生
ID-008779,15880135761,未婚,研究生
ID-024138,13973026026,未婚,高中
ID-003899,15014500617,未婚,高中
ID-022022,13658205636,未婚,高中
ID-002690,15154716303,已婚,研究生
ID-000309,13645071227,未婚,研究生
ID-006868,15374119653,已婚,高中
ID-022764,13911950184,已婚,本科
ID-008558,18811886819,已婚,大专
ID-018365,15872958191,已婚,本科
ID-010907,15347228781,已婚,高中
ID-005887,15321207124,已婚,研究生
ID-021877,18847967428,已婚,初中
ID-004691,13969866387,已婚,初中
ID-015290,18945411489,已婚,高中
ID-002193,18974285719,未婚,大专
ID-018388,15172258634,已婚,本科
ID-005581,15110449776,已婚,初中
ID-015757,18822841942,已婚,大专
ID-000624,15019142171,未婚,初中
ID-000973,15001368045,已婚,高中
ID-008618,18979864781,未婚,高中
ID-007697,18877675848,未婚,本科
ID-003205,15125398115,未婚,初中
ID-026352,18561324286,已婚,本科
ID-012437,18952325350,已婚,本科
ID-000372,15354077308,未婚,本科
ID-013444,18840863832,未婚,高中
ID-022257,13667798148,未婚,研究生
ID-026232,18929235887,已婚,本科
ID-005102,15155497217,已婚,高中
ID-005602,15106936771,已婚,研究生
ID-014848,15105845863,已婚,本科
ID-005396,18982407188,未婚,初中
ID-006315,18911529058,已婚,初中
ID-020805,13647010054,已婚,本科
ID-015426,13982867429,已婚,高中
ID-022088,15197866986,未婚,本科
ID-029404,15313292110,已婚,初中
ID-020907,15802375687,未婚,本科
ID-000772,15066906488,已婚,大专
ID-008044,18997720640,已婚,高中
ID-005456,15048071443,已婚,初中
ID-029076,18810452523,已婚,研究生
ID-016218,15877255558,未婚,高中
ID-016876,18576119634,未婚,研究生
ID-015809,15115687824,未婚,高中
ID-013801,15076933768,未婚,大专
ID-001769,15371463232,未婚,初中
ID-000449,13612629304,未婚,初中
ID-029400,18599606801,已婚,大专
ID-016808,18542686709,已婚,高中
ID-025128,15894086409,未婚,高中
ID-009520,18811181554,已婚,初中
ID-001886,18866431231,未婚,初中
ID-013501,15077557740,未婚,大专
ID-005185,15194722081,未婚,初中
ID-009697,15873527821,未婚,本科
ID-019001,18500215157,未婚,大专
ID-004358,13625792568,已婚,本科
ID-013130,15835030007,未婚,大专
ID-027890,18992051301,未婚,高中
ID-028992,15399381971,未婚,大专
ID-023221,15389603676,已婚,研究生
ID-019154,13640322798,已婚,大专
ID-000520,18832682512,未婚,本科
ID-017080,15195532251,已婚,研究生
ID-016488,15326540982,未婚,初中
ID-019129,18992696394,已婚,大专
ID-023769,15345231976,已婚,初中
ID-023422,13948333282,未婚,本科
ID-001282,15846613409,未婚,大专
ID-018555,18885005895,未婚,本科
ID-016091,13947061554,已婚,本科
ID-022523,13981055253,未婚,大专
ID-006770,18582815671,已婚,高中
ID-012037,13994346381,未婚,本科
ID-011795,18812443611,未婚,初中
ID-003018,15070932259,未婚,本科
ID-003844,15003723647,已婚,高中
ID-029597,13654822654,已婚,初中
ID-020204,13677032463,已婚,大专
ID-012829,18822657265,未婚,本科
ID-024808,18918524240,已婚,研究生
ID-006351,13972814653,已婚,研究生
ID-028640,13911336617,未婚,初中
ID-015055,18831245958,已婚,大专
ID-006556,13682949847,未婚,初中
ID-006028,15022177129,已婚,初中
ID-021442,15801608279,未婚,本科
ID-016894,13932113212,未婚,高中
ID-023508,13655456098,未婚,初中
ID-014226,15844254782,已婚,大专
ID-027305,15120052190,未婚,高中
ID-023622,13937971905,已婚,初中
ID-026953,18921766411,已婚,初中
ID-010425,18842042443,未婚,高中
ID-014359,13657914572,已婚,初中
ID-012558,15083047230,未婚,本科
ID-001034,15141899395,已婚,初中
ID-007586,18524644596,未婚,初中
ID-007127,18807200971,未婚,大专
ID-000667,18992239823,已婚,本科
ID-016907,15857393081,已婚,研究生
ID-008814,18955182203,未婚,本科
ID-018353,15343440736,已婚,本科
ID-017469,18871617391,已婚,初中
ID-021911,15884713667,未婚,初中
ID-029789,15828935822,已婚,大专
ID-002066,15893804543,已婚,初中
ID-009787,18989374470,未婚,本科
ID-018852,15190985607,未婚,初中
ID-002592,15807145356,已婚,初中
ID-003332,18851307993,已婚,大专
ID-025967,15199722713,已婚,研究生
ID-008213,15319514290,未婚,高中
ID-014669,18910984280,已婚,大专
ID-029855,13644376953,未婚,高中
ID-018700,13653705802,已婚,大专
ID-013215,15341109559,未婚,初中
ID-017493,18858432824,未婚,高中
ID-012728,18583861601,未婚,本科
ID-014795,18985062623,未婚,高中
ID-008347,18541384514,已婚,初中
ID-004020,15884552816,已婚,初中
ID-001644,15322173545,已婚,大专
ID-017333,18913879266,未婚,大专
ID-023464,15815498583,已婚,初中
ID-005131,18824516815,未婚,高中
ID-013274,15868069345,未婚,本科
